,Address,Price,Size,Max_occupancy
3923,130 Prince Street - 4th Floor,To ask,"16,118",107
3924,130 Prince Street - 3rd Floor,To ask,"16,202",108
3925,130 Prince Street - 5th Floor,To ask,"14,950",99
3926,718 Broadway - Space,To ask,"15,500",103
3927,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3928,130 Prince Street - 2nd Floor,To ask,"16,219",108
3929,13 Crosby Street - Space,To ask,"16,000",106
3930,610 Broadway - Space,To ask,"16,500",110
3931,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3932,137 Varick Street - 3rd Floor,To ask,"13,320",88
3933,837 Washington Street - 2nd Floor,To ask,"12,946",86
3934,451 Broadway - 2nd Floor,To ask,"17,191",114
3935,85 5th Avenue - Space,To ask,"14,519",96
3936,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3937,185 Varick Street - Space,To ask,"14,750",98
3938,233 Park Avenue South - Space,To ask,"13,343",88
3939,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3940,61 9th Avenue - 7th Floor,To ask,"16,029",106
3941,61 9th Avenue - 9th Floor,To ask,"15,129",100
3942,61 9th Avenue - 6th Floor,To ask,"17,500",116
3943,61 9th Avenue - 8th Floor,To ask,"15,538",103
3944,5 Union Square West - 4th Floor,To ask,"14,533",96
3945,110 West 19th Street - Lower Level,To ask,"13,500",90
3946,446-448 West 14th Street - Space,To ask,"16,501",110
3947,130 Prince Street - 4th Floor,To ask,"16,118",107
3948,130 Prince Street - 3rd Floor,To ask,"16,202",108
3949,130 Prince Street - 5th Floor,To ask,"14,950",99
3950,718 Broadway - Space,To ask,"15,500",103
3951,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3952,130 Prince Street - 2nd Floor,To ask,"16,219",108
3953,13 Crosby Street - Space,To ask,"16,000",106
3954,610 Broadway - Space,To ask,"16,500",110
3955,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3956,137 Varick Street - 3rd Floor,To ask,"13,320",88
3957,837 Washington Street - 2nd Floor,To ask,"12,946",86
3958,451 Broadway - 2nd Floor,To ask,"17,191",114
3959,85 5th Avenue - Space,To ask,"14,519",96
3960,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3961,185 Varick Street - Space,To ask,"14,750",98
3962,233 Park Avenue South - Space,To ask,"13,343",88
3963,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3964,61 9th Avenue - 7th Floor,To ask,"16,029",106
3965,61 9th Avenue - 9th Floor,To ask,"15,129",100
3966,61 9th Avenue - 6th Floor,To ask,"17,500",116
3967,61 9th Avenue - 8th Floor,To ask,"15,538",103
3968,5 Union Square West - 4th Floor,To ask,"14,533",96
3969,110 West 19th Street - Lower Level,To ask,"13,500",90
3970,446-448 West 14th Street - Space,To ask,"16,501",110
3971,130 Prince Street - 4th Floor,To ask,"16,118",107
3972,130 Prince Street - 3rd Floor,To ask,"16,202",108
3973,130 Prince Street - 5th Floor,To ask,"14,950",99
3974,718 Broadway - Space,To ask,"15,500",103
3975,160-172 Varick Street - 11th Floor,To ask,"17,901",119
3976,130 Prince Street - 2nd Floor,To ask,"16,219",108
3977,13 Crosby Street - Space,To ask,"16,000",106
3978,610 Broadway - Space,To ask,"16,500",110
3979,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
3980,137 Varick Street - 3rd Floor,To ask,"13,320",88
3981,837 Washington Street - 2nd Floor,To ask,"12,946",86
3982,451 Broadway - 2nd Floor,To ask,"17,191",114
3983,85 5th Avenue - Space,To ask,"14,519",96
3984,315 Park Avenue South - 5th Floor,To ask,"17,050",113
3985,185 Varick Street - Space,To ask,"14,750",98
3986,233 Park Avenue South - Space,To ask,"13,343",88
3987,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
3988,61 9th Avenue - 7th Floor,To ask,"16,029",106
3989,61 9th Avenue - 9th Floor,To ask,"15,129",100
3990,61 9th Avenue - 6th Floor,To ask,"17,500",116
3991,61 9th Avenue - 8th Floor,To ask,"15,538",103
3992,5 Union Square West - 4th Floor,To ask,"14,533",96
3993,110 West 19th Street - Lower Level,To ask,"13,500",90
3994,446-448 West 14th Street - Space,To ask,"16,501",110
3995,130 Prince Street - 4th Floor,To ask,"16,118",107
3996,130 Prince Street - 3rd Floor,To ask,"16,202",108
3997,130 Prince Street - 5th Floor,To ask,"14,950",99
3998,718 Broadway - Space,To ask,"15,500",103
3999,160-172 Varick Street - 11th Floor,To ask,"17,901",119
4000,130 Prince Street - 2nd Floor,To ask,"16,219",108
4001,13 Crosby Street - Space,To ask,"16,000",106
4002,610 Broadway - Space,To ask,"16,500",110
4003,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
4004,137 Varick Street - 3rd Floor,To ask,"13,320",88
4005,837 Washington Street - 2nd Floor,To ask,"12,946",86
4006,451 Broadway - 2nd Floor,To ask,"17,191",114
4007,85 5th Avenue - Space,To ask,"14,519",96
4008,315 Park Avenue South - 5th Floor,To ask,"17,050",113
4009,185 Varick Street - Space,To ask,"14,750",98
4010,233 Park Avenue South - Space,To ask,"13,343",88
4011,641 Avenue of the Americas - 8th Floor,To ask,"13,090",87
4012,61 9th Avenue - 7th Floor,To ask,"16,029",106
4013,61 9th Avenue - 9th Floor,To ask,"15,129",100
4014,61 9th Avenue - 6th Floor,To ask,"17,500",116
4015,61 9th Avenue - 8th Floor,To ask,"15,538",103
4016,5 Union Square West - 4th Floor,To ask,"14,533",96
4017,110 West 19th Street - Lower Level,To ask,"13,500",90
4018,446-448 West 14th Street - Space,To ask,"16,501",110
4019,130 Prince Street - 4th Floor,To ask,"16,118",107
4020,130 Prince Street - 3rd Floor,To ask,"16,202",108
4021,130 Prince Street - 5th Floor,To ask,"14,950",99
4022,718 Broadway - Space,To ask,"15,500",103
4023,160-172 Varick Street - 11th Floor,To ask,"17,901",119
4024,130 Prince Street - 2nd Floor,To ask,"16,219",108
4025,13 Crosby Street - Space,To ask,"16,000",106
4026,610 Broadway - Space,To ask,"16,500",110
4027,460 Park Avenue South - 2nd Floor,To ask,"15,150",101
4028,137 Varick Street - 3rd Floor,To ask,"13,320",88
4029,837 Washington Street - 2nd Floor,To ask,"12,946",86
4030,451 Broadway - 2nd Floor,To ask,"17,191",114
4031,85 5th Avenue - Space,To ask,"14,519",96
4032,451 Broadway - 2nd Floor,To ask,"17,191",114
4033,218 West 18th Street - 3rd Floor,To ask,"13,504",90
4034,601 West 26th Street - 3rd Floor,To ask,"17,078",113
4035,510 West 22nd Street - 8th Floor,To ask,"17,400",116
4036,510 West 22nd Street - 3rd Floor - Suite 300,To ask,"12,900",86
4037,510 West 22nd Street - 2nd Floor,To ask,"13,351",89
4038,510 West 22nd Street - 2nd Floor,To ask,"13,350",89
4039,1245 Broadway Street - 2nd Floor,To ask,"15,276",101
4040,1245 Broadway Street - 4th Floor,To ask,"14,703",98
4041,1245 Broadway Street - 3rd Floor,To ask,"15,274",101
4042,1245 Broadway Street - 5th Floor,To ask,"14,703",98
4043,69 Mercer Street - 6th Floor,To ask,"15,000",100
4044,300 Park Avenue South - 11th Floor,To ask,"13,671",91
4045,95 Morton Street - Space,To ask,"15,245",101
4046,95 Morton Street - Lower Level,To ask,"16,362",109
4047,95 Morton Street - 3rd Floor,To ask,"16,362",109
4048,215 Park Avenue South - 4th Floor,To ask,"17,255",115
4049,215 Park Avenue South - 4th Floor - Suite 400,To ask,"17,255",115
4050,215 Park Avenue South - Space,To ask,"17,255",115
4051,130 5th Avenue - 5th Floor,To ask,"13,300",88
4052,130 5th Avenue - 3rd Floor,To ask,"13,300",88
4053,130 5th Avenue - 4th Floor,To ask,"13,300",88
4054,1250 Broadway - 23rd Floor,To ask,"14,906",99
4055,1250 Broadway - Suite 31,To ask,"15,356",102
4056,451 Broadway - 2nd Floor,To ask,"17,191",114
4057,218 West 18th Street - 3rd Floor,To ask,"13,504",90
4058,601 West 26th Street - 3rd Floor,To ask,"17,078",113
4059,510 West 22nd Street - 8th Floor,To ask,"17,400",116
4060,510 West 22nd Street - 3rd Floor - Suite 300,To ask,"12,900",86
4061,510 West 22nd Street - 2nd Floor,To ask,"13,351",89
4062,510 West 22nd Street - 2nd Floor,To ask,"13,350",89
4063,1245 Broadway Street - 2nd Floor,To ask,"15,276",101
4064,1245 Broadway Street - 4th Floor,To ask,"14,703",98
4065,1245 Broadway Street - 3rd Floor,To ask,"15,274",101
4066,1245 Broadway Street - 5th Floor,To ask,"14,703",98
4067,69 Mercer Street - 6th Floor,To ask,"15,000",100
4068,300 Park Avenue South - 11th Floor,To ask,"13,671",91
4069,95 Morton Street - Space,To ask,"15,245",101
4070,95 Morton Street - Lower Level,To ask,"16,362",109
4071,95 Morton Street - 3rd Floor,To ask,"16,362",109
4072,215 Park Avenue South - 4th Floor,To ask,"17,255",115
4073,215 Park Avenue South - 4th Floor - Suite 400,To ask,"17,255",115
4074,215 Park Avenue South - Space,To ask,"17,255",115
4075,130 5th Avenue - 5th Floor,To ask,"13,300",88
4076,130 5th Avenue - 3rd Floor,To ask,"13,300",88
4077,130 5th Avenue - 4th Floor,To ask,"13,300",88
4078,1250 Broadway - 23rd Floor,To ask,"14,906",99
4079,1250 Broadway - Suite 31,To ask,"15,356",102
4080,451 Broadway - 2nd Floor,To ask,"17,191",114
4081,218 West 18th Street - 3rd Floor,To ask,"13,504",90
4082,601 West 26th Street - 3rd Floor,To ask,"17,078",113
4083,510 West 22nd Street - 8th Floor,To ask,"17,400",116
4084,510 West 22nd Street - 3rd Floor - Suite 300,To ask,"12,900",86
4085,510 West 22nd Street - 2nd Floor,To ask,"13,351",89
4086,510 West 22nd Street - 2nd Floor,To ask,"13,350",89
4087,1245 Broadway Street - 2nd Floor,To ask,"15,276",101
4088,1245 Broadway Street - 4th Floor,To ask,"14,703",98
4089,1245 Broadway Street - 3rd Floor,To ask,"15,274",101
4090,1245 Broadway Street - 5th Floor,To ask,"14,703",98
4091,69 Mercer Street - 6th Floor,To ask,"15,000",100
4092,300 Park Avenue South - 11th Floor,To ask,"13,671",91
4093,95 Morton Street - Space,To ask,"15,245",101
4094,95 Morton Street - Lower Level,To ask,"16,362",109
4095,95 Morton Street - 3rd Floor,To ask,"16,362",109
4096,215 Park Avenue South - 4th Floor,To ask,"17,255",115
4097,215 Park Avenue South - 4th Floor - Suite 400,To ask,"17,255",115
4098,215 Park Avenue South - Space,To ask,"17,255",115
4099,130 5th Avenue - 5th Floor,To ask,"13,300",88
4100,130 5th Avenue - 3rd Floor,To ask,"13,300",88
4101,130 5th Avenue - 4th Floor,To ask,"13,300",88
4102,1250 Broadway - 23rd Floor,To ask,"14,906",99
4103,1250 Broadway - Suite 31,To ask,"15,356",102
4104,451 Broadway - 2nd Floor,To ask,"17,191",114
4105,218 West 18th Street - 3rd Floor,To ask,"13,504",90
4106,601 West 26th Street - 3rd Floor,To ask,"17,078",113
4107,510 West 22nd Street - 8th Floor,To ask,"17,400",116
4108,510 West 22nd Street - 3rd Floor - Suite 300,To ask,"12,900",86
4109,510 West 22nd Street - 2nd Floor,To ask,"13,351",89
4110,510 West 22nd Street - 2nd Floor,To ask,"13,350",89
4111,1245 Broadway Street - 2nd Floor,To ask,"15,276",101
4112,1245 Broadway Street - 4th Floor,To ask,"14,703",98
4113,1245 Broadway Street - 3rd Floor,To ask,"15,274",101
4114,1245 Broadway Street - 5th Floor,To ask,"14,703",98
4115,69 Mercer Street - 6th Floor,To ask,"15,000",100
4116,300 Park Avenue South - 11th Floor,To ask,"13,671",91
4117,95 Morton Street - Space,To ask,"15,245",101
4118,95 Morton Street - Lower Level,To ask,"16,362",109
4119,95 Morton Street - 3rd Floor,To ask,"16,362",109
4120,215 Park Avenue South - 4th Floor,To ask,"17,255",115
4121,215 Park Avenue South - 4th Floor - Suite 400,To ask,"17,255",115
4122,215 Park Avenue South - Space,To ask,"17,255",115
4123,130 5th Avenue - 5th Floor,To ask,"13,300",88
4124,130 5th Avenue - 3rd Floor,To ask,"13,300",88
4125,130 5th Avenue - 4th Floor,To ask,"13,300",88
4126,1250 Broadway - 23rd Floor,To ask,"14,906",99
4127,1250 Broadway - Suite 31,To ask,"15,356",102
4128,451 Broadway - 2nd Floor,To ask,"17,191",114
4129,218 West 18th Street - 3rd Floor,To ask,"13,504",90
4130,601 West 26th Street - 3rd Floor,To ask,"17,078",113
4131,510 West 22nd Street - 8th Floor,To ask,"17,400",116
4132,510 West 22nd Street - 3rd Floor - Suite 300,To ask,"12,900",86
4133,510 West 22nd Street - 2nd Floor,To ask,"13,351",89
4134,510 West 22nd Street - 2nd Floor,To ask,"13,350",89
4135,1245 Broadway Street - 2nd Floor,To ask,"15,276",101
4136,1245 Broadway Street - 4th Floor,To ask,"14,703",98
4137,1245 Broadway Street - 3rd Floor,To ask,"15,274",101
4138,1245 Broadway Street - 5th Floor,To ask,"14,703",98
4139,69 Mercer Street - 6th Floor,To ask,"15,000",100
4140,300 Park Avenue South - 11th Floor,To ask,"13,671",91
4141,95 Morton Street - Space,To ask,"15,245",101
4142,95 Morton Street - Lower Level,To ask,"16,362",109
4143,95 Morton Street - 3rd Floor,To ask,"16,362",109
4144,215 Park Avenue South - 4th Floor,To ask,"17,255",115
4145,215 Park Avenue South - 4th Floor - Suite 400,To ask,"17,255",115
4146,215 Park Avenue South - Space,To ask,"17,255",115
4147,130 5th Avenue - 5th Floor,To ask,"13,300",88
4148,130 5th Avenue - 3rd Floor,To ask,"13,300",88
4149,130 5th Avenue - 4th Floor,To ask,"13,300",88
4150,1250 Broadway - 23rd Floor,To ask,"14,906",99
4151,1250 Broadway - Suite 31,To ask,"15,356",102
4152,451 Broadway - 2nd Floor,To ask,"17,191",114
4153,218 West 18th Street - 3rd Floor,To ask,"13,504",90
4154,601 West 26th Street - 3rd Floor,To ask,"17,078",113
4155,510 West 22nd Street - 8th Floor,To ask,"17,400",116
4156,510 West 22nd Street - 3rd Floor - Suite 300,To ask,"12,900",86
4157,510 West 22nd Street - 2nd Floor,To ask,"13,351",89
4158,510 West 22nd Street - 2nd Floor,To ask,"13,350",89
4159,1245 Broadway Street - 2nd Floor,To ask,"15,276",101
4160,1245 Broadway Street - 4th Floor,To ask,"14,703",98
4161,1245 Broadway Street - 3rd Floor,To ask,"15,274",101
4162,1245 Broadway Street - 5th Floor,To ask,"14,703",98
4163,69 Mercer Street - 6th Floor,To ask,"15,000",100
4164,300 Park Avenue South - 11th Floor,To ask,"13,671",91
4165,95 Morton Street - Space,To ask,"15,245",101
4166,95 Morton Street - Lower Level,To ask,"16,362",109
4167,95 Morton Street - 3rd Floor,To ask,"16,362",109
4168,215 Park Avenue South - 4th Floor,To ask,"17,255",115
4169,215 Park Avenue South - 4th Floor - Suite 400,To ask,"17,255",115
4170,215 Park Avenue South - Space,To ask,"17,255",115
4171,130 5th Avenue - 5th Floor,To ask,"13,300",88
4172,130 5th Avenue - 3rd Floor,To ask,"13,300",88
4173,130 5th Avenue - 4th Floor,To ask,"13,300",88
4174,1250 Broadway - 23rd Floor,To ask,"14,906",99
4175,1250 Broadway - Suite 31,To ask,"15,356",102
4176,451 Broadway - 2nd Floor,To ask,"17,191",114
4177,218 West 18th Street - 3rd Floor,To ask,"13,504",90
4178,601 West 26th Street - 3rd Floor,To ask,"17,078",113
4179,510 West 22nd Street - 8th Floor,To ask,"17,400",116
4180,510 West 22nd Street - 3rd Floor - Suite 300,To ask,"12,900",86
4181,510 West 22nd Street - 2nd Floor,To ask,"13,351",89
4182,510 West 22nd Street - 2nd Floor,To ask,"13,350",89
4183,1245 Broadway Street - 2nd Floor,To ask,"15,276",101
4184,1245 Broadway Street - 4th Floor,To ask,"14,703",98
4185,1245 Broadway Street - 3rd Floor,To ask,"15,274",101
4186,1245 Broadway Street - 5th Floor,To ask,"14,703",98
4187,69 Mercer Street - 6th Floor,To ask,"15,000",100
4188,300 Park Avenue South - 11th Floor,To ask,"13,671",91
4189,95 Morton Street - Space,To ask,"15,245",101
4190,95 Morton Street - Lower Level,To ask,"16,362",109
4191,95 Morton Street - 3rd Floor,To ask,"16,362",109
4192,215 Park Avenue South - 4th Floor,To ask,"17,255",115
4193,215 Park Avenue South - 4th Floor - Suite 400,To ask,"17,255",115
4194,215 Park Avenue South - Space,To ask,"17,255",115
4195,130 5th Avenue - 5th Floor,To ask,"13,300",88
4196,130 5th Avenue - 3rd Floor,To ask,"13,300",88
4197,130 5th Avenue - 4th Floor,To ask,"13,300",88
4198,1250 Broadway - 23rd Floor,To ask,"14,906",99
4199,1250 Broadway - Suite 31,To ask,"15,356",102
4200,451 Broadway - 2nd Floor,To ask,"17,191",114
4201,218 West 18th Street - 3rd Floor,To ask,"13,504",90
4202,601 West 26th Street - 3rd Floor,To ask,"17,078",113
4203,510 West 22nd Street - 8th Floor,To ask,"17,400",116
4204,510 West 22nd Street - 3rd Floor - Suite 300,To ask,"12,900",86
4205,510 West 22nd Street - 2nd Floor,To ask,"13,351",89
4206,510 West 22nd Street - 2nd Floor,To ask,"13,350",89
4207,1245 Broadway Street - 2nd Floor,To ask,"15,276",101
4208,1245 Broadway Street - 4th Floor,To ask,"14,703",98
4209,1245 Broadway Street - 3rd Floor,To ask,"15,274",101
4210,1245 Broadway Street - 5th Floor,To ask,"14,703",98
4211,69 Mercer Street - 6th Floor,To ask,"15,000",100
4212,300 Park Avenue South - 11th Floor,To ask,"13,671",91
4213,95 Morton Street - Space,To ask,"15,245",101
4214,95 Morton Street - Lower Level,To ask,"16,362",109
4215,95 Morton Street - 3rd Floor,To ask,"16,362",109
4216,215 Park Avenue South - 4th Floor,To ask,"17,255",115
4217,215 Park Avenue South - 4th Floor - Suite 400,To ask,"17,255",115
4218,215 Park Avenue South - Space,To ask,"17,255",115
4219,130 5th Avenue - 5th Floor,To ask,"13,300",88
4220,130 5th Avenue - 3rd Floor,To ask,"13,300",88
4221,130 5th Avenue - 4th Floor,To ask,"13,300",88
4222,1250 Broadway - 23rd Floor,To ask,"14,906",99
4223,1250 Broadway - Suite 31,To ask,"15,356",102
4224,451 Broadway - 2nd Floor,To ask,"17,191",114
4225,218 West 18th Street - 3rd Floor,To ask,"13,504",90
4226,601 West 26th Street - 3rd Floor,To ask,"17,078",113
4227,510 West 22nd Street - 8th Floor,To ask,"17,400",116
4228,510 West 22nd Street - 3rd Floor - Suite 300,To ask,"12,900",86
4229,510 West 22nd Street - 2nd Floor,To ask,"13,351",89
4230,510 West 22nd Street - 2nd Floor,To ask,"13,350",89
4231,1245 Broadway Street - 2nd Floor,To ask,"15,276",101
4232,1245 Broadway Street - 4th Floor,To ask,"14,703",98
4233,1245 Broadway Street - 3rd Floor,To ask,"15,274",101
4234,1245 Broadway Street - 5th Floor,To ask,"14,703",98
4235,69 Mercer Street - 6th Floor,To ask,"15,000",100
4236,300 Park Avenue South - 11th Floor,To ask,"13,671",91
4237,95 Morton Street - Space,To ask,"15,245",101
4238,95 Morton Street - Lower Level,To ask,"16,362",109
4239,95 Morton Street - 3rd Floor,To ask,"16,362",109
4240,215 Park Avenue South - 4th Floor,To ask,"17,255",115
4241,215 Park Avenue South - 4th Floor - Suite 400,To ask,"17,255",115
4242,215 Park Avenue South - Space,To ask,"17,255",115
4243,130 5th Avenue - 5th Floor,To ask,"13,300",88
4244,130 5th Avenue - 3rd Floor,To ask,"13,300",88
4245,130 5th Avenue - 4th Floor,To ask,"13,300",88
4246,1250 Broadway - 23rd Floor,To ask,"14,906",99
4247,1250 Broadway - Suite 31,To ask,"15,356",102
4248,451 Broadway - 2nd Floor,To ask,"17,191",114
4249,218 West 18th Street - 3rd Floor,To ask,"13,504",90
4250,601 West 26th Street - 3rd Floor,To ask,"17,078",113
4251,510 West 22nd Street - 8th Floor,To ask,"17,400",116
4252,510 West 22nd Street - 3rd Floor - Suite 300,To ask,"12,900",86
4253,510 West 22nd Street - 2nd Floor,To ask,"13,351",89
4254,510 West 22nd Street - 2nd Floor,To ask,"13,350",89
4255,1245 Broadway Street - 2nd Floor,To ask,"15,276",101
4256,1245 Broadway Street - 4th Floor,To ask,"14,703",98
4257,1245 Broadway Street - 3rd Floor,To ask,"15,274",101
4258,1245 Broadway Street - 5th Floor,To ask,"14,703",98
4259,69 Mercer Street - 6th Floor,To ask,"15,000",100
4260,300 Park Avenue South - 11th Floor,To ask,"13,671",91
4261,95 Morton Street - Space,To ask,"15,245",101
4262,95 Morton Street - Lower Level,To ask,"16,362",109
4263,95 Morton Street - 3rd Floor,To ask,"16,362",109
4264,215 Park Avenue South - 4th Floor,To ask,"17,255",115
