,name,lat,lon,type,geometry,category,distance(km)
93,Muscle Maker Grill,40.762995,-73.993231,"{'typepoint': {'type': 'Point', 'coordinates': [40.762995, -73.993231]}}",POINT (-73.993231 40.762995),vegan,1.4
94,Beyond Sushi,40.77527,-73.956262,"{'typepoint': {'type': 'Point', 'coordinates': [40.77527, -73.956262]}}",POINT (-73.956262 40.77527),vegan,2.9
95,Just Salad,40.777554,-73.981742,"{'typepoint': {'type': 'Point', 'coordinates': [40.777554, -73.981742]}}",POINT (-73.981742 40.777554),vegan,2.4
96,The Little Beet,40.751597,-73.977713,"{'typepoint': {'type': 'Point', 'coordinates': [40.751597, -73.977713]}}",POINT (-73.977713 40.751597),vegan,0.5
97,OMV! Vegan Burgers & More,40.757925,-73.985168,"{'typepoint': {'type': 'Point', 'coordinates': [40.757925, -73.985168]}}",POINT (-73.985168 40.757925),vegan,0.6
98,The Chick Shop,40.755402,-73.970654,"{'typepoint': {'type': 'Point', 'coordinates': [40.755402, -73.970654]}}",POINT (-73.970654 40.755402),vegan,0.7
99,by CHLOE,40.759008,-73.971012,"{'typepoint': {'type': 'Point', 'coordinates': [40.759008, -73.971012]}}",POINT (-73.971012 40.759008),vegan,0.8
100,Just Salad,40.762836,-73.97822,"{'typepoint': {'type': 'Point', 'coordinates': [40.762836, -73.97822]}}",POINT (-73.97822 40.762836),vegan,0.8
101,Nuleaf,40.76383,-73.984846,"{'typepoint': {'type': 'Point', 'coordinates': [40.76383, -73.984846]}}",POINT (-73.984846 40.76383),vegan,1.0
102,Plant Bar NYC,40.746394,-73.988303,"{'typepoint': {'type': 'Point', 'coordinates': [40.746394, -73.988303]}}",POINT (-73.988303 40.746394),vegan,1.3
103,BeastyFeast,40.740583,-74.003878,"{'typepoint': {'type': 'Point', 'coordinates': [40.740583, -74.003878]}}",POINT (-74.003878 40.740583),petcare,2.7
104,Doggy Style NYC,40.732593,-73.994174,"{'typepoint': {'type': 'Point', 'coordinates': [40.732593, -73.994174]}}",POINT (-73.994174 40.732593),petcare,2.9
105,New York Dog Spa & Hotel,40.743533,-73.990631,"{'typepoint': {'type': 'Point', 'coordinates': [40.743533, -73.990631]}}",POINT (-73.990631 40.743533),petcare,1.7
106,Walter's Pet Styles,40.745053,-73.978287,"{'typepoint': {'type': 'Point', 'coordinates': [40.745053, -73.978287]}}",POINT (-73.978287 40.745053),petcare,1.2
107,Pet Central,40.738653,-73.995504,"{'typepoint': {'type': 'Point', 'coordinates': [40.738653, -73.995504]}}",POINT (-73.995504 40.738653),petcare,2.3
108,D is for Doggy,40.742921,-73.99528,"{'typepoint': {'type': 'Point', 'coordinates': [40.742921, -73.99528]}}",POINT (-73.99528 40.742921),petcare,2.0
